id,year,locationName,latitude_eq,longitude_eq,damageAmountOrder,publish,country,regionCode_eq,intensity,deathsAmountOrder,tsunamiEventId,deathsAmountOrderTotal,eqDepth,deaths,housesDestroyedAmountOrder,deathsTotal,damageAmountOrderTotal,housesDestroyedAmountOrderTotal,month,day,volcanoEventId,housesDamagedAmountOrder,injuries,injuriesAmountOrder,injuriesTotal,injuriesAmountOrderTotal,hour,housesDamagedAmountOrderTotal,minute,housesDestroyed,housesDamaged,housesDestroyedTotal,housesDamagedTotal,area,second,damageMillionsDollars,missing,missingAmountOrder,missingTotal,missingAmountOrderTotal,damageMillionsDollarsTotal,magnitude_Mw,MagnitudeSource,earthquakeEventId,oceanicTsunami,maxWaterHeight,regionCode_ts,latitude_ts,longitude_ts,same_region
1546,1799,UZBEKISTAN:  UZGUT,39.4,67.2,3.0,True,UZBEKISTAN,40,9.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,None,,0,,,,,False
1558,1802,"ROMANIA:  CARPATHIAN FOLD,VRANCEA",45.7,26.6,2.0,True,ROMANIA,110,10.0,,5843.0,,150.0,,,,2.0,,10.0,26.0,,2.0,,,,,10.0,2.0,55.0,,,,,,0.0,,,,,,,7.4,None,1558.0,1,,40.0,45.7,26.6,False
1572,1805,"COLOMBIA:  HONDA,MARIQUITA",5.37,-74.87,3.0,True,COLOMBIA,160,8.0,3.0,,3.0,15.0,200.0,3.0,200.0,3.0,3.0,6.0,16.0,,3.0,,3.0,,3.0,8.0,3.0,15.0,,,,,,0.0,,,,,,,6.1,Mw,,0,,,,,False
1579,1806,PERU:  LIMA,-12.1,-77.1,1.0,True,PERU,160,8.0,,596.0,,30.0,,,,1.0,,12.0,1.0,,,,,,,23.0,,,,,,,,,,,,,,,7.095000000000001,Ms→Mw,1579.0,1,1.0,89.0,-12.1,-77.1,False
1589,1811,GEORGIA:  KAKHETIYA,41.8,45.2,2.0,True,GEORGIA,40,7.0,,,,7.0,,,,,,1.0,1.0,,,,,,,5.0,,,,,,,,0.0,,,,,,,4.2,None,,0,,,,,False
1605,1812,VENEZUELA:  LA GUAIRA,10.6,-66.9,3.0,True,VENEZUELA,160,10.0,4.0,607.0,4.0,33.0,26000.0,,26000.0,3.0,,3.0,26.0,,,,,,,20.0,,7.0,,,,,,,,,,,,,7.7,None,1605.0,1,,74.0,10.6,-66.9,False
1620,1815,INDONESIA:  BALI,-8.0,115.0,,True,INDONESIA,60,9.0,4.0,615.0,4.0,150.0,10253.0,,11453.0,,,11.0,22.0,,,,,,,,,,,,,,,,,,,,,,6.76,Ms→Mw,1620.0,1,,60.0,-8.0,115.0,True
1622,1816,GUATEMALA:  SOLOMA,15.5,-91.5,3.0,True,GUATEMALA,100,9.0,1.0,,1.0,33.0,23.0,3.0,23.0,3.0,3.0,7.0,22.0,,3.0,,,,,15.0,,30.0,,,,,,,,,,,,,7.095000000000001,Ms→Mw,,0,,,,,False
1653,1820,INDONESIA:  SULAWESI:  MAKASAR,-7.0,119.0,,True,INDONESIA,60,10.0,,635.0,3.0,80.0,,,500.0,2.0,3.0,12.0,29.0,,,,,,,,,,,,,,,,,,,,,,7.095000000000001,Ms→Mw,1653.0,1,25.0,60.0,-7.0,119.0,True
1715,1828,"PERU:  LIMA, CALLAO",-12.13,-77.809,2.0,True,PERU,160,7.0,1.0,666.0,1.0,50.0,30.0,,30.0,2.0,,3.0,30.0,,2.0,,3.0,,3.0,12.0,2.0,35.0,,,,,,,,,,,,,7.631,Ms→Mw,,0,,,,,False
1718,1828,AZERBAIJAN:  SHEMAKHA (SEMACHA),40.7,48.4,3.0,True,AZERBAIJAN,40,8.0,,,,10.0,,,,,,8.0,9.0,,,,,,,16.0,,,,,,,,,,,,,,,5.7,None,,0,,,,,False
1723,1829,RUSSIA: LAKE BAYKAL (BAIKAL),51.4,104.1,,True,RUSSIA,40,10.0,,,,40.0,,,,,,3.0,7.0,,,,,,,22.0,,,,,,,,,,,,,,,7.5,None,,0,,,,,False
1736,1830,RUSSIA:  DAGESTAN,43.0,47.0,2.0,True,RUSSIA,40,9.0,1.0,,,16.0,40.0,,,,,3.0,9.0,,,,,,,11.0,,22.0,,,,,,0.0,,,,,,,6.3,None,,0,,,,,False
1760,1833,PERU-CHILE:  PERU:  TACNA; CHILE:  ARICA,-18.251,-71.01,3.0,True,PERU,160,8.0,3.0,5657.0,3.0,60.0,700.0,4.0,700.0,3.0,4.0,9.0,18.0,,,25.0,1.0,25.0,1.0,10.0,,45.0,1001.0,,1001.0,,,,,,,,,,7.229000000000001,Ms→Mw,1760.0,1,9.0,89.0,-18.251,-71.01,False
1763,1833,INDONESIA:  SUMATRA:  BENGKULU,-2.5,100.5,2.0,True,INDONESIA,60,9.0,,681.0,1.0,75.0,,1.0,,2.0,1.0,11.0,24.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,7.631,Ms→Mw,1763.0,1,,60.0,-2.5,100.5,True
1766,1834,"COLOMBIA:  PUTUMAYO,PASTO, POPAYAN, SANTA MARTA",1.1,-76.93,3.0,True,COLOMBIA,160,9.0,3.0,,3.0,15.0,,3.0,,3.0,3.0,1.0,20.0,,3.0,,2.0,,2.0,12.0,3.0,,,,,,,,,,,,,,6.7,Mw,,0,,,,,False
1774,1834,"HUNGARY:  PISHKOL'T, ERENDREYD, DENGELEG",47.6,22.3,3.0,True,HUNGARY,110,8.0,,,,32.0,,,,,,10.0,15.0,,,,,,,6.0,,30.0,,,,,,0.0,,,,,,,6.8,None,,0,,,,,False
1807,1838,"ROMANIA:  CARPATHIAN FOLD,VRANCEA",45.7,26.6,2.0,True,ROMANIA,110,8.0,1.0,5841.0,1.0,150.0,42.0,,42.0,2.0,,1.0,23.0,,3.0,,,,,18.0,3.0,36.0,,,,,,,,,,,,,6.9,None,1807.0,1,,40.0,45.7,26.6,False
1811,1839,"MARTINIQUE:  FORT-DE-FRANCE, ST PIERRE; CASTRIES",14.9,-60.6,2.0,True,MARTINIQUE,90,9.0,3.0,5864.0,3.0,33.0,390.0,,390.0,2.0,,1.0,11.0,,,,,,,9.0,,55.0,,,,,,0.0,,,,,,,7.8,None,1811.0,1,,74.0,14.9,-60.6,False
1819,1840,INDONESIA:  JAVA:  PURWOREJO,-8.0,110.5,3.0,True,INDONESIA,60,9.0,,715.0,,150.0,,3.0,,3.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,6.76,Ms→Mw,1819.0,1,,60.0,-8.0,110.5,True
1825,1840,BALKANS NW:  SLOVENIA:  LJUBLJANA,46.2,14.7,2.0,True,SLOVENIA,130,7.0,,,,8.0,,,,,,8.0,27.0,,,,,,,12.0,,5.0,,,,,,0.0,,,,,,,4.9,None,,0,,,,,False
1829,1841,RUSSIA:  OFF KAMCHATKA,52.0,158.0,2.0,True,RUSSIA,50,11.0,,723.0,,30.0,,,,2.0,,5.0,17.0,,,,,,,21.0,,30.0,,,,,,,,,,,,,7.698,None,1829.0,1,15.0,86.0,52.0,158.0,False
1833,1842,AZERBAIJAN:  APSCHERON PENINSULA,40.5,50.0,2.0,True,AZERBAIJAN,40,8.0,,,,3.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,4.3,None,,0,,,,,False
1846,1843,GUADELOUPE:  POINTE-A-PITRE,16.5,-62.2,4.0,True,GUADELOUPE,90,9.0,4.0,730.0,4.0,33.0,5000.0,,5000.0,4.0,,2.0,8.0,,,,,,,14.0,,50.0,,,,,,0.0,,,,,,,8.3,None,1846.0,1,1.2,74.0,16.5,-62.2,False
1851,1843,NEW ZEALAND:  WANGANUI,-39.9,175.0,,True,NEW ZEALAND,170,,,733.0,,33.0,,,,,,7.0,8.0,,,,,,,5.0,,5.0,,,,,,,,,,,,,7.095000000000001,Ms→Mw,1851.0,1,,81.0,-39.9,175.0,False
1872,1845,BALKANS NW:  SLOVENIA:  LJUBLJANA,46.1,14.5,2.0,True,SLOVENIA,130,7.0,,,,7.0,,,,,,12.0,21.0,,,,,,,20.0,,40.0,,,,,,0.0,,,,,,,4.9,None,,0,,,,,False
1878,1846,PERU,-14.0,-76.8,,True,PERU,160,6.0,,,,50.0,,,,,,6.0,28.0,,,,,,,1.0,,15.0,,,,,,,,,,,,,7.3629999999999995,Ms→Mw,,0,,,,,False
1881,1846,"ITALY:  ORCIANO, LUCIANA",43.4,10.6,3.0,True,ITALY,130,10.0,2.0,3313.0,2.0,5.0,56.0,,56.0,3.0,,8.0,14.0,,,,,,,12.0,,35.0,,,,,,,,,,,,,6.157,Ms→Mw,1881.0,1,,50.0,43.4,10.6,False
1888,1847,RUSSIA:  KURIL ISLANDS,46.0,152.0,,True,RUSSIA,50,,,,,40.0,,,,,,6.0,21.0,,,,,,,,,,,,,,,0.0,,,,,,,7.5,None,,0,,,,,False
1897,1849,VENEZUELA:  TACHIRA (LOBATERA),7.3,-72.3,2.0,True,VENEZUELA,160,9.0,1.0,,,13.0,40.0,,,,,2.0,26.0,,,,,,,9.0,,30.0,,,,,,,,,,,,,6.0,None,,0,,,,,False
1900,1849,RUSSIA:  KOMANDORSKY ISLAND,55.0,166.0,,True,RUSSIA,50,10.0,,,,20.0,,,,,,10.0,28.0,,,,,,,9.0,,0.0,,,,,,,,,,,,,7.095000000000001,Ms→Mw,,0,,,,,False
1928,1852,IRAN:  KHABUSHAN (NW KUCHAN),37.1,58.4,3.0,True,IRAN,140,9.0,4.0,,,10.0,2000.0,,,,,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,5.8,None,,0,,,,,False
1934,1852,INDONESIA:  MALUKU:  BANDANAIRA,-5.25,129.75,3.0,True,INDONESIA,170,9.0,,799.0,2.0,100.0,,3.0,60.0,3.0,3.0,11.0,25.0,,,,,,,22.0,,40.0,,,,,,,,,,,,,7.631,Ms→Mw,1934.0,1,8.0,83.0,-5.25,129.75,False
1948,1853,VENEZUELA:  CUMANA,10.5,-64.2,3.0,True,VENEZUELA,90,9.0,3.0,807.0,3.0,14.0,1000.0,3.0,1000.0,3.0,3.0,7.0,15.0,,,,3.0,,3.0,,,,,,,,,,,,,,,,6.559000000000001,Ms→Mw,1948.0,1,5.0,74.0,10.5,-64.2,False
1973,1855,"NEW ZEALAND:  WELLINGTON,WAIOURU,WANGANUI,OTAKI",-41.25,175.0,3.0,True,NEW ZEALAND,170,,,839.0,,33.0,,3.0,,3.0,3.0,1.0,23.0,,,,,,,9.0,1.0,,,,,,,,,,,,,,7.43,Ms→Mw,1973.0,1,11.0,81.0,-41.25,175.0,False
2018,1858,RUSSIA:  KOMANDORSKY ISLAND,55.0,166.0,,True,RUSSIA,50,10.0,,,,20.0,,,,,,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,7.5,None,,0,,,,,False
2037,1859,AZERBAIJAN:  SHEMAKHA (SEMACHA),40.7,48.5,2.0,True,AZERBAIJAN,40,9.0,2.0,,,10.0,100.0,,,,,6.0,11.0,,,,,,,13.0,,,,,,,,,,,,,,,5.9,None,,0,,,,,False
2043,1861,"INDONESIA:  LAGUNDI, SIMUK, TELLO I",-1.0,97.5,2.0,True,INDONESIA,60,9.0,3.0,904.0,4.0,70.0,,,1105.0,2.0,,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,7.765000000000001,Ms→Mw,2043.0,1,7.0,60.0,-1.0,97.5,True
2054,1862,RUSSIA: LAKE BAYKAL (BAIKAL),52.3,106.7,3.0,True,RUSSIA,40,10.0,,5835.0,,40.0,,,,3.0,,1.0,12.0,,,,,,,7.0,,19.0,,,,,,,,,,,,,7.095000000000001,Ms→Mw,2054.0,0,,86.0,52.3,106.7,False
2120,1867,VIRGIN ISLANDS,18.2,-65.0,3.0,True,USA TERRITORY,90,10.0,,966.0,1.0,33.0,,,24.0,4.0,,11.0,18.0,,,,,,,18.0,,45.0,,,,,VI,,,,,,,,7.3,Mw,2120.0,1,15.2,74.0,18.2,-65.0,False
2126,1868,UZBEKISTAN:  TASHKENT; KAZAKHSTAN:  TURKESTAN,41.2,69.6,3.0,True,UZBEKISTAN,40,8.0,,,,18.0,,,,,,4.0,3.0,,,,,,,21.0,,15.0,,,,,,0.0,,,,,,,6.5,None,,0,,,,,False
2139,1868,CHILE:  ARICA,-18.6,-71.0,4.0,True,CHILE,160,11.0,4.0,983.0,4.0,25.0,25000.0,,25000.0,4.0,,8.0,13.0,,,,,,,21.0,,30.0,,,,,,,,,,,,300.0,7.765000000000001,Ms→Mw,2139.0,1,18.0,89.0,-18.6,-71.0,False
2143,1868,"ECUADOR:  GUAYAQUIL,IBARRA; COLOMBIA:  SAN PABLO",0.31,-78.18,4.0,True,ECUADOR,160,10.0,4.0,,4.0,20.0,70000.0,4.0,70000.0,4.0,4.0,8.0,16.0,,,,,,,6.0,,30.0,,,,,,,,,,,,,7.229000000000001,Ms→Mw,,0,,,,,False
2145,1868,GEORGIA:  SPASK,41.2,43.8,2.0,True,GEORGIA,40,7.0,,,,15.0,,,,,,10.0,18.0,,,,,,,17.0,,,,,,,,,,,,,,,4.5,None,,0,,,,,False
2157,1869,"CHILE:  IQUIQUE, PICA; PERU:  TACNA",-19.6,-70.23,1.0,True,CHILE,160,8.0,,1010.0,,30.0,,,,1.0,,8.0,24.0,,,,,,,17.0,,10.0,,,,,,,,,,,,,7.095000000000001,Ms→Mw,2157.0,1,2.0,89.0,-19.6,-70.23,False
2159,1869,"UKRAINE:  CRIMEA:  SUDAK, FEODOSIA",44.75,35.0,1.0,True,UKRAINE,110,8.0,,2294.0,,18.0,,1.0,,1.0,1.0,10.0,11.0,,,,,,,11.0,1.0,10.0,,,,,,,,,,,,,5.821999999999999,Ms→Mw,2159.0,1,1.0,40.0,44.75,35.0,False
2185,1871,IRAN:  QUCHAN,37.3,58.3,3.0,True,IRAN,140,7.0,4.0,,,15.0,2000.0,,,,,12.0,23.0,,,,,,,,,,,,,,,,,,,,,,5.6,None,,0,,,,,False
2186,1872,IRAN:  QUCHAN,37.3,58.3,3.0,True,IRAN,140,7.0,4.0,,,15.0,4000.0,,,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,6.3,None,,0,,,,,False
2187,1872,AZERBAIJAN:  SHEMAKHA (SEMACHA),40.6,48.7,3.0,True,AZERBAIJAN,40,10.0,,,,7.0,,,,3.0,,1.0,28.0,,,,,,,7.0,,,,,,,,,,,,,,,5.889,Ms→Mw,,0,,,,,False
2193,1872,JAPAN:  HONSHU:  SW,34.9,132.0,4.0,True,JAPAN,30,,3.0,1038.0,3.0,33.0,804.0,4.0,804.0,4.0,4.0,3.0,14.0,,,200.0,3.0,200.0,3.0,8.0,,20.0,5796.0,,5796.0,,,,,,,,,,7.0280000000000005,Ms→Mw,2193.0,1,3.0,85.0,34.9,132.0,False
2202,1872,"UKRAINE:  CARPATHIANS:  DOLGE, MARAMOROSH PROVINCE",48.4,23.3,2.0,True,UKRAINE,110,7.0,,,,5.0,,,,,,12.0,26.0,,,,,,,13.0,,40.0,,,,,,0.0,,,,,,,4.3,None,,0,,,,,False
2217,1874,VENEZUELA:  PILAR,10.5,-63.1,2.0,True,VENEZUELA,160,,,,,16.0,,,,,,8.0,18.0,,,,,,,2.0,,30.0,,,,,,0.0,,,,,,,5.9,None,,0,,,,,False
2233,1875,"COLOMBIA:  CUCUTA,SAN CAYETANO,VILLA DEL ROSARIO",7.9,-72.5,3.0,True,COLOMBIA,160,10.0,4.0,,4.0,20.0,1001.0,3.0,1001.0,3.0,3.0,5.0,18.0,,,,,,,16.0,,25.0,,,,,,,,,,,,,7.095000000000001,Ms→Mw,,0,,,,,False
2237,1875,UKRAINE:  CRIMEA:  SEBASTOPOL,44.5,33.4,2.0,True,UKRAINE,110,9.0,,,,9.0,,,,2.0,,7.0,25.0,,3.0,,3.0,,3.0,4.0,3.0,28.0,,,,,,,,,,,,,5.554,Ms→Mw,,0,,,,,False
2248,1877,CHILE:  OFF NORTH COAST,-21.5,-70.5,2.0,True,CHILE,160,11.0,2.0,1075.0,4.0,40.0,103.0,3.0,2385.0,3.0,3.0,5.0,10.0,,,,,,,0.0,,59.0,,,,,,,1.6,,,,,,7.631,Ms→Mw,2248.0,1,18.0,89.0,-21.5,-70.5,False
2253,1878,CHILE:  TARAPACA,-19.92,-70.335,3.0,True,CHILE,160,8.0,1.0,1090.0,1.0,40.0,,3.0,,3.0,3.0,1.0,23.0,,,,,,,12.0,,5.0,,,,,,,,,,,,,7.3629999999999995,Ms→Mw,2253.0,1,,89.0,-19.92,-70.335,False
2256,1878,"VENEZUELA:  CUA, CHARALLAVE, SAN DIEGO",10.3,-66.8,3.0,True,VENEZUELA,160,9.0,3.0,,3.0,13.0,400.0,,400.0,3.0,,4.0,12.0,,,,,,,0.0,,41.0,,,,,,0.0,,,,,,,6.023,Ms→Mw,,0,,,,,False
2270,1879,IRAN:  BOJNURD,37.5,57.4,3.0,True,IRAN,140,9.0,3.0,,,15.0,700.0,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,6.7,None,,0,,,,,False
2283,1880,"PHILIPPINES:  S COAST LUZON:  PASIG RIVER,PAMPANGA",16.0,121.85,3.0,True,PHILIPPINES,170,9.0,1.0,1117.0,1.0,100.0,20.0,3.0,20.0,3.0,3.0,7.0,18.0,,,50.0,1.0,50.0,1.0,4.0,,40.0,,,,,,,,,,,,,7.095000000000001,Ms→Mw,2283.0,1,,84.0,16.0,121.85,False
2311,1882,BALKANS NW:  SLOVENIA:  LJUBLJANA: W,46.0,14.2,2.0,True,SLOVENIA,130,7.0,,,,12.0,,,,,,7.0,17.0,,,,,,,7.0,,51.0,,,,,,0.0,,,,,,,4.8,None,,0,,,,,False
2316,1882,PANAMA: SAN BLAS ARCHIPELAGO,10.0,-79.0,3.0,True,PANAMA,90,11.0,2.0,1132.0,3.0,40.0,,3.0,,3.0,3.0,9.0,7.0,,,,2.0,,2.0,7.0,,50.0,,,,,,0.0,,,,,,,7.631,Ms→Mw,2316.0,1,3.0,74.0,10.0,-79.0,False
2346,1885,RUSSIA:  CAUCASUS,41.9,47.8,2.0,True,RUSSIA,40,7.0,,,,3.0,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,4.0,None,,0,,,,,False
2354,1885,KYRGYZSTAN:  BELOVODSKOJE,42.7,74.1,2.0,True,KYRGYZSTAN,40,10.0,2.0,,,15.0,54.0,,,,,8.0,2.0,,,,,,,21.0,,20.0,,,,,,0.0,,,,,,,6.9,None,,0,,,,,False
2369,1887,MEXICO:  BAVISPE,30.8,-109.25,3.0,True,MEXICO,150,12.0,2.0,1168.0,2.0,80.0,51.0,3.0,51.0,3.0,3.0,5.0,3.0,,,,3.0,,3.0,9.0,,,,,,,,,,,,,,,7.4,Mw,2369.0,1,,88.0,30.8,-109.25,False
2371,1887,KAZAKHSTAN:  VERNENSK,43.1,76.8,2.0,True,KAZAKHSTAN,40,10.0,,,,20.0,,,,,,6.0,8.0,,,,,,,23.0,,35.0,,,,,,,,,,,,,7.3,None,,0,,,,,False
2402,1890,"IRAN:  TASH, ASTRABAD (GORGAN), BASTAM, SHAKHRUD",36.6,54.6,3.0,True,IRAN,140,10.0,3.0,3564.0,3.0,10.0,171.0,3.0,171.0,3.0,3.0,7.0,11.0,,,,,,,7.0,,55.0,,,,,,,,,,,,,6.894,Ms→Mw,2402.0,1,,40.0,36.6,54.6,False
2443,1894,JAPAN:  OFF COAST OF HONSHU,42.5,146.0,1.0,True,JAPAN,30,9.0,1.0,1208.0,1.0,40.0,1.0,1.0,1.0,2.0,,3.0,22.0,,2.0,6.0,1.0,6.0,1.0,10.0,2.0,23.0,14.0,87.0,,99.0,,,,,,,,,7.3629999999999995,Ms→Mw,2443.0,1,4.0,85.0,42.5,146.0,False
2448,1894,"VENEZUELA:  MERIDA,TOVAR; COLOMBIA: N SANTANDER",8.5,-71.7,,True,VENEZUELA,160,9.0,3.0,,,20.0,400.0,,,,,4.0,29.0,,,,,,,2.0,,45.0,,,,,,0.0,,,,,,,7.564,Ms→Mw,,0,,,,,False
2467,1895,BALKANS NW:  SLOVENIA:  LJUBLJANA,46.1,14.5,3.0,True,SLOVENIA,130,9.0,1.0,,1.0,16.0,7.0,3.0,7.0,3.0,3.0,4.0,14.0,,,,,,,20.0,,17.0,,,,,,30.0,,,,,,,6.157,Ms→Mw,,0,,,,,False
2474,1895,TURKMENISTAN:  UZUN-ADA,39.5,53.7,3.0,True,TURKMENISTAN,140,10.0,,3536.0,,60.0,,3.0,,3.0,3.0,7.0,8.0,,,,,,,21.0,,30.0,,,,,,,,,,,,,7.564,Ms→Mw,2474.0,1,,40.0,39.5,53.7,False
2493,1896,AFGHANISTAN,37.0,71.0,,True,AFGHANISTAN,40,6.0,,,,160.0,,,,,,9.0,23.0,,,,,,,23.0,,20.0,,,,,,0.0,,,,,,,7.5,None,,0,,,,,False
2494,1896,CHINA:  XINJIANG PROVINCE:  KASHGAR,39.7,75.9,2.0,True,CHINA,40,8.0,1.0,,1.0,25.0,7.0,2.0,7.0,2.0,2.0,11.0,1.0,,2.0,5.0,1.0,5.0,1.0,5.0,,1.0,73.0,73.0,73.0,,,,,,,,,,6.491999999999999,Ms→Mw,,0,,,,,False
2495,1896,RUSSIA:  KURIL ISLANDS,43.5,146.0,,True,RUSSIA,50,9.0,,,,40.0,,,,,,11.0,18.0,,,,,,,2.0,,6.0,,,,,,0.0,,,,,,,7.6,None,,0,,,,,False
2498,1897,"IRAN:  QESHM ISLAND, LARAK ISLAND",26.95,56.26,4.0,True,IRAN,140,8.0,4.0,,4.0,33.0,1600.0,4.0,1600.0,4.0,4.0,1.0,11.0,,,,,,,3.0,,0.0,,,,,,,,,,,,,6.157,Ms→Mw,,0,,,,,False
2501,1897,JAPAN,40.0,140.0,,True,JAPAN,30,,,,,60.0,,,,,,2.0,7.0,,,,,,,7.0,,36.0,,,,,,0.0,,,,,,,8.3,None,,0,,,,,False
2502,1897,JAPAN:  SANRIKU,38.1,141.9,2.0,True,JAPAN,30,,,1237.0,,33.0,,3.0,,2.0,3.0,2.0,19.0,,,,,,,20.0,,50.0,,,,,,,,,,,,,7.0280000000000005,Ms→Mw,2502.0,1,1.0,85.0,38.1,141.9,False
2506,1897,"AUSTRALIA: BEACHPORT,ROBE,KINGSTON,MOUNT GAMBIER",-37.35,139.75,2.0,True,AUSTRALIA,170,9.0,,,,14.0,,,,2.0,,5.0,10.0,,,,,,,5.0,,26.0,,,,,,0.0,,,,,,,6.2,Mw,,0,,,,,False
2507,1897,PHILIPPINES:  MASBATE ISLAND,12.0,124.0,3.0,True,PHILIPPINES,170,8.0,,6009.0,,33.0,,2.0,,3.0,2.0,5.0,13.0,,,,,,,11.0,,22.0,,,,,,,,,,,,,7.3629999999999995,Ms→Mw,2507.0,1,,84.0,12.0,124.0,False
2513,1897,INDIA:  ASSAM; BANGLADESH,26.0,90.7,4.0,True,INDIA,60,10.0,4.0,5262.0,4.0,33.0,1542.0,4.0,1542.0,4.0,4.0,6.0,12.0,,4.0,,,,,11.0,4.0,6.0,,,,,,46.0,,,,,,,8.0,Mw,2513.0,0,3.0,60.0,26.0,90.7,True
2515,1897,PHILIPPINES:  LUZON:  ILOCOS SUR,18.0,120.0,1.0,True,PHILIPPINES,170,8.0,,,,33.0,,,,1.0,,8.0,15.0,,2.0,,,,,12.0,2.0,18.0,,,,,,,,,,,,,7.3629999999999995,Ms→Mw,,0,,,,,False
2517,1897,JAPAN,39.0,143.0,,True,JAPAN,30,,,,,60.0,,,,,,8.0,16.0,,,,,,,7.0,,54.0,,,,,,0.0,,,,,,,7.9,None,,0,,,,,False
2518,1897,PERU,-11.9,-76.8,,True,PERU,160,7.0,,,,70.0,,,,,,9.0,20.0,,,,,,,16.0,,25.0,,,,,,0.0,,,,,,,7.7,None,,0,,,,,False
2519,1897,PHILIPPINES:  NW MINDANAO:  DAPITAN,6.0,122.0,1.0,True,PHILIPPINES,170,7.0,,5455.0,,33.0,,,,1.0,,9.0,20.0,,1.0,,,,,19.0,1.0,6.0,,,,,,,,,,,,,7.832000000000001,Ms→Mw,2519.0,1,2.0,84.0,6.0,122.0,False
2520,1897,"PHILIPPINES:  MINDANAO, ZAMBOANGA, SULU, ISABELA",6.0,122.0,3.0,True,PHILIPPINES,170,9.0,,1244.0,1.0,33.0,,3.0,13.0,3.0,3.0,9.0,21.0,,,,,14.0,1.0,5.0,,12.0,,,,,,,,,,,,,7.898999999999999,Ms→Mw,2520.0,1,7.0,84.0,6.0,122.0,False
2525,1897,PHILIPPINES:  NORTHERN SAMAR,12.0,126.0,2.0,True,PHILIPPINES,170,9.0,,5456.0,1.0,33.0,,1.0,,2.0,1.0,10.0,18.0,,,,,,,23.0,,48.0,17.0,,17.0,,,,,,,,,,7.497,Ms→Mw,2525.0,1,,84.0,12.0,126.0,False
2529,1897,PHILIPPINES:  NORTHERN SAMAR,12.0,126.0,,True,PHILIPPINES,170,,,,,33.0,,,,,,10.0,20.0,,,,,,,14.0,,24.0,,,,,,,,,,,,,7.3629999999999995,Ms→Mw,,0,,,,,False
2531,1898,IRAN:  GORGAN (ASTRABAD); TURKMENISTAN,36.5,54.9,2.0,True,IRAN,140,8.0,,,,5.0,,,,,,1.0,15.0,,,,,,,3.0,,42.0,,,,,,0.0,,,,,,,4.3,None,,0,,,,,False
2536,1898,"NICARAGUA:  LEON, CHINANDEGA, MANAGUA",12.0,-86.0,2.0,True,NICARAGUA,100,8.0,,,,33.0,,,,2.0,,4.0,29.0,,,,,,,16.0,,18.0,,,,,,,,,,,,,7.3629999999999995,Ms→Mw,,0,,,,,False
2548,1899,MEXICO:  GUERRERO-OAXACA,17.0,-98.0,3.0,True,MEXICO,150,,,,,60.0,,,,,,1.0,24.0,,,,,,,23.0,,43.0,,,,,,,,,,,,,8.4,None,,0,,,,,False
2550,1899,BOLIVIA: SOUTHERN;  ARGENTINA: SALTA,-21.97,-63.67,2.0,True,BOLIVIA,160,10.0,,,,10.0,,,,2.0,,3.0,23.0,,,,,,,18.0,,0.0,,,,,,,,,,,,,6.693,Ms→Mw,,0,,,,,False
2551,1899,JAMAICA,18.0,-77.0,,True,JAMAICA,90,5.0,,,,60.0,,,,,,6.0,14.0,,,,,,,11.0,,9.0,,,,,,,,,,,,,7.295999999999999,Ms→Mw,,0,,,,,False
2553,1899,ALASKA:  CAPE YAKATAGA,60.0,-142.0,1.0,True,USA,150,11.0,,1258.0,,25.0,,,,1.0,,9.0,4.0,,,,,,,0.0,,22.0,,,,,AK,,,,,,,,7.564,Ms→Mw,2553.0,1,3.1,87.0,60.0,-142.0,False
2554,1899,ALASKA:  CAPE YAKATAGA,60.0,-140.0,,True,USA,150,7.0,,,,25.0,,,,,,9.0,10.0,,,,,,,17.0,,4.0,,,,,AK,,,,,,,,7.295999999999999,Ms→Mw,,0,,,,,False
2557,1899,ALASKA:  SE ALASKA,60.0,-140.0,1.0,True,USA,150,11.0,,1260.0,,60.0,,,,3.0,,9.0,10.0,,,,,,,21.0,,41.0,,,,,AK,,,,,,,,8.2,Mw,2557.0,1,60.96,87.0,60.0,-140.0,False
2561,1899,RUSSIA:  KAMCHATKA PENINSULA,53.0,159.0,,True,RUSSIA,50,,,,,20.0,,,,,,11.0,23.0,,,,,,,9.0,,49.0,,,,,,,,,,,,,7.9,None,,0,,,,,False
2562,1899,JAPAN:  SEIKAIDO,31.9,132.0,1.0,True,JAPAN,30,,,1268.0,,60.0,,,,1.0,,11.0,24.0,,,,,,,18.0,,43.0,,,,,,,,,,,,,7.1,None,2562.0,1,0.3,85.0,31.9,132.0,False
